,match_id,date,venue,city,team1,team2,toss_winner,toss_decision,winner,team1_player1,team2_player1,team1_player2,team2_player2,team1_player3,team2_player3,team1_player4,team2_player4,team1_player5,team2_player5,team1_player6,team2_player6,team1_player7,team2_player7,team1_player8,team2_player8,team1_player9,team2_player9,team1_player10,team2_player10,team1_player11,team2_player11,teams_sorted_key,match_stage
58.0,4688.0,2023-10-31,"eden gardens, kolkata",kolkata,bangladesh,pakistan,0.0,bat,1.0,Tanzid Hasan,Abdullah Shafique,Liton Das,Fakhar Zaman,Nazmul Hossain Shanto,Babar Azam,Mushfiqur Rahim,Mohammad Rizwan,Mahmudullah,Iftikhar Ahmed,Shakib Al Hasan,Saud Shakeel,Towhid Hridoy,Agha Salman,Mehedi Hasan Miraz,Shaheen Shah Afridi,Taskin Ahmed,Usama Mir,Mustafizur Rahman,Mohammad Wasim,Shoriful Islam,Haris Rauf,bangladesh||pakistan,group
59.0,4689.0,2023-11-01,"maharashtra cricket association stadium, pune",pune,south africa,new zealand,1.0,field,0.0,Q de Kock,DP Conway,T Bavuma,WA Young,HE van der Dussen,R Ravindra,DA Miller,DJ Mitchell,H Klaasen,TWM Latham,AK Markram,GD Phillips,M Jansen,MJ Santner,G Coetzee,TG Southee,KA Maharaj,JDS Neesham,K Rabada,TA Boult,L Ngidi,MJ Henry,new zealand||south africa,group
60.0,4690.0,2023-11-02,"wankhede stadium, mumbai",mumbai,india,sri lanka,1.0,field,0.0,RG Sharma,P Nissanka,Shubman Gill,FDM Karunaratne,V Kohli,BKG Mendis,SS Iyer,S Samarawickrama,KL Rahul,KIC Asalanka,SA Yadav,AD Mathews,RA Jadeja,MADI Hemantha,Mohammed Shami,PVD Chameera,JJ Bumrah,M Theekshana,Kuldeep Yadav,CAK Rajitha,Mohammed Siraj,D Madushanka,india||sri lanka,group
61.0,4692.0,2023-11-04,"m chinnaswamy stadium, bengaluru",bengaluru,new zealand,pakistan,1.0,field,1.0,DP Conway,Abdullah Shafique,R Ravindra,Fakhar Zaman,KS Williamson,Babar Azam,DJ Mitchell,Mohammad Rizwan,MS Chapman,Saud Shakeel,GD Phillips,Iftikhar Ahmed,MJ Santner,Agha Salman,TWM Latham,Hasan Ali,IS Sodhi,Shaheen Shah Afridi,TG Southee,Mohammad Wasim,TA Boult,Haris Rauf,new zealand||pakistan,group
62.0,4693.0,2023-11-04,"narendra modi stadium, ahmedabad",ahmedabad,australia,england,1.0,field,0.0,TM Head,JM Bairstow,DA Warner,DJ Malan,SPD Smith,JE Root,M Labuschagne,BA Stokes,JP Inglis,JC Buttler,C Green,MM Ali,MP Stoinis,LS Livingstone,PJ Cummins,CR Woakes,MA Starc,DJ Willey,A Zampa,AU Rashid,JR Hazlewood,MA Wood,australia||england,group
63.0,4694.0,2023-11-05,"eden gardens, kolkata",kolkata,india,south africa,0.0,bat,0.0,RG Sharma,Q de Kock,Shubman Gill,T Bavuma,V Kohli,HE van der Dussen,SS Iyer,AK Markram,KL Rahul,H Klaasen,SA Yadav,DA Miller,RA Jadeja,M Jansen,Mohammed Shami,KA Maharaj,JJ Bumrah,K Rabada,Kuldeep Yadav,L Ngidi,Mohammed Siraj,T Shamsi,india||south africa,group
64.0,4695.0,2023-11-06,"arun jaitley stadium, delhi",delhi,sri lanka,bangladesh,1.0,field,1.0,P Nissanka,Tanzid Hasan,MDKJ Perera,Liton Das,BKG Mendis,Nazmul Hossain Shanto,S Samarawickrama,Shakib Al Hasan,KIC Asalanka,Mahmudullah,AD Mathews,Mushfiqur Rahim,DM de Silva,Towhid Hridoy,M Theekshana,Mehedi Hasan Miraz,PVD Chameera,Tanzim Hasan Sakib,CAK Rajitha,Taskin Ahmed,D Madushanka,Shoriful Islam,bangladesh||sri lanka,group
65.0,4697.0,2023-11-08,"maharashtra cricket association stadium, pune",pune,england,netherlands,0.0,bat,0.0,JM Bairstow,W Barresi,DJ Malan,MP O'Dowd,JE Root,CN Ackermann,BA Stokes,SA Engelbrecht,HC Brook,SA Edwards,JC Buttler,BFW de Leede,MM Ali,AT Nidamanuru,CR Woakes,LV van Beek,DJ Willey,RE van der Merwe,AAP Atkinson,A Dutt,AU Rashid,PA van Meekeren,england||netherlands,group
66.0,4698.0,2023-11-09,"m chinnaswamy stadium, bengaluru",bengaluru,sri lanka,new zealand,1.0,field,1.0,P Nissanka,DP Conway,MDKJ Perera,R Ravindra,BKG Mendis,KS Williamson,S Samarawickrama,DJ Mitchell,KIC Asalanka,MS Chapman,AD Mathews,GD Phillips,DM de Silva,TWM Latham,C Karunaratne,MJ Santner,M Theekshana,LH Ferguson,PVD Chameera,TG Southee,D Madushanka,TA Boult,new zealand||sri lanka,group
67.0,4700.0,2023-11-11,"maharashtra cricket association stadium, pune",pune,bangladesh,australia,1.0,field,1.0,Tanzid Hasan,TM Head,Liton Das,DA Warner,Nazmul Hossain Shanto,MR Marsh,Towhid Hridoy,SPD Smith,Mahmudullah,M Labuschagne,Mushfiqur Rahim,JP Inglis,Mehedi Hasan Miraz,MP Stoinis,Nasum Ahmed,PJ Cummins,Mahedi Hasan,A Zampa,Taskin Ahmed,JR Hazlewood,Mustafizur Rahman,SA Abbott,australia||bangladesh,group
68.0,4701.0,2023-11-11,"eden gardens, kolkata",kolkata,england,pakistan,0.0,bat,0.0,DJ Malan,Abdullah Shafique,JM Bairstow,Fakhar Zaman,JE Root,Babar Azam,BA Stokes,Mohammad Rizwan,JC Buttler,Saud Shakeel,HC Brook,Agha Salman,MM Ali,Iftikhar Ahmed,CR Woakes,Shadab Khan,DJ Willey,Shaheen Shah Afridi,AAP Atkinson,Mohammad Wasim,AU Rashid,Haris Rauf,england||pakistan,group
69.0,4702.0,2023-11-12,"m chinnaswamy stadium, bengaluru",bengaluru,india,netherlands,0.0,bat,0.0,RG Sharma,W Barresi,Shubman Gill,MP O'Dowd,V Kohli,CN Ackermann,SS Iyer,SA Engelbrecht,KL Rahul,SA Edwards,SA Yadav,BFW de Leede,RA Jadeja,AT Nidamanuru,JJ Bumrah,LV van Beek,Mohammed Shami,RE van der Merwe,Kuldeep Yadav,A Dutt,Mohammed Siraj,PA van Meekeren,india||netherlands,group
70.0,4703.0,2023-11-15,"wankhede stadium, mumbai",mumbai,india,new zealand,0.0,bat,0.0,RG Sharma,DP Conway,Shubman Gill,R Ravindra,V Kohli,KS Williamson,SS Iyer,DJ Mitchell,KL Rahul,TWM Latham,SA Yadav,GD Phillips,RA Jadeja,MS Chapman,JJ Bumrah,MJ Santner,Mohammed Shami,TG Southee,Kuldeep Yadav,TA Boult,Mohammed Siraj,LH Ferguson,india||new zealand,semi_final
71.0,4704.0,2023-11-16,"eden gardens, kolkata",kolkata,south africa,australia,0.0,bat,1.0,Q de Kock,TM Head,T Bavuma,DA Warner,HE van der Dussen,MR Marsh,AK Markram,SPD Smith,H Klaasen,M Labuschagne,DA Miller,GJ Maxwell,M Jansen,JP Inglis,G Coetzee,MA Starc,KA Maharaj,PJ Cummins,K Rabada,A Zampa,T Shamsi,JR Hazlewood,australia||south africa,semi_final
72.0,4705.0,2023-11-19,"narendra modi stadium, ahmedabad",ahmedabad,india,australia,1.0,field,1.0,RG Sharma,DA Warner,Shubman Gill,TM Head,V Kohli,MR Marsh,SS Iyer,SPD Smith,KL Rahul,M Labuschagne,RA Jadeja,GJ Maxwell,SA Yadav,JP Inglis,Mohammed Shami,MA Starc,JJ Bumrah,PJ Cummins,Kuldeep Yadav,A Zampa,Mohammed Siraj,JR Hazlewood,australia||india,final
73.0,2531.0,2007-03-13,"sabina park, kingston",jamaica,west indies,pakistan,1.0,field,0.0,CH Gayle,Imran Nazir,S Chanderpaul,Mohammad Hafeez,RR Sarwan,Younis Khan,MN Samuels,Mohammad Yousuf,BC Lara,Inzamam-ul-Haq,DJ Bravo,Shoaib Malik,D Ramdin,Kamran Akmal,DR Smith,Naved-ul-Hasan,JE Taylor,Iftikhar Anjum,DBL Powell,Umar Gul,CD Collymore,Danish Kaneria,pakistan||west indies,group
74.0,2532.0,2007-03-14,"warner park, basseterre",st kitts,australia,scotland,1.0,field,0.0,AC Gilchrist,DF Watts,ML Hayden,RM Haq,RT Ponting,NS Poonia,MJ Clarke,RR Watson,BJ Hodge,GM Hamilton,MEK Hussey,DR Brown,SR Watson,CJO Smith,GB Hogg,CM Wright,NW Bracken,GA Rogers,SW Tait,PJC Hoffmann,GD McGrath,JAR Blain,australia||scotland,group
75.0,2534.0,2007-03-15,"queen's park oval, port of spain",trinidad,bermuda,sri lanka,1.0,bat,1.0,CJ Smith,WU Tharanga,OL Pitcher,ST Jayasuriya,S Mukuddem,DPMD Jayawardene,DL Hemp,KC Sangakkara,IH Romaine,LPC Silva,JJ Tucker,TM Dilshan,DA Minors,MF Maharoof,LOB Cann,RP Arnold,DCC Borden,M Muralitharan,KAD Hurdle,WPUJC Vaas,RDM Leverock,SL Malinga,bermuda||sri lanka,group
76.0,2537.0,2007-03-16,"warner park, basseterre",st kitts,netherlands,south africa,0.0,field,1.0,B Zuiderent,AB de Villiers,DJ Reekers,GC Smith,AN Kervezee,JH Kallis,RN ten Doeschate,HH Gibbs,DLS van Bunge,MV Boucher,ES Szwarczynski,AG Prince,TBM de Leede,JM Kemp,PW Borren,SM Pollock,LP van Troost,AJ Hall,WF Stelling,CK Langeveldt,J Smits,A Nel,netherlands||south africa,group
77.0,2536.0,2007-03-16,"beausejour stadium, gros islet",st lucia,england,new zealand,1.0,field,1.0,EC Joyce,L Vincent,MP Vaughan,SP Fleming,IR Bell,LRPL Taylor,KP Pietersen,SB Styris,PD Collingwood,CD McMillan,A Flintoff,JDP Oram,JWM Dalrymple,BB McCullum,PA Nixon,DL Vettori,LE Plunkett,JEC Franklin,JM Anderson,SE Bond,MS Panesar,JS Patel,england||new zealand,group
78.0,2538.0,2007-03-17,"queen's park oval, port of spain",trinidad,bangladesh,india,1.0,bat,0.0,Tamim Iqbal,SC Ganguly,Shahriar Nafees,V Sehwag,Mushfiqur Rahim,RV Uthappa,Aftab Ahmed,SR Tendulkar,Shakib Al Hasan,R Dravid,Habibul Bashar,Yuvraj Singh,Mohammad Ashraful,MS Dhoni,Mohammad Rafique,Harbhajan Singh,Mashrafe Mortaza,AB Agarkar,Abdur Razzak,Z Khan,Syed Rasel,MM Patel,bangladesh||india,group
79.0,2539.0,2007-03-17,"sabina park, kingston",jamaica,ireland,pakistan,0.0,field,0.0,JP Bray,Imran Nazir,WTS Porterfield,Mohammad Hafeez,EJG Morgan,Younis Khan,NJ O'Brien,Mohammad Yousuf,AC Botha,Inzamam-ul-Haq,KJ O'Brien,Shoaib Malik,AR White,Kamran Akmal,WK McCallan,Azhar Mahmood,DT Johnston,Mohammad Sami,D Langford-Smith,Iftikhar Anjum,WB Rankin,Umar Gul,ireland||pakistan,group
80.0,2540.0,2007-03-18,"warner park, basseterre",st kitts,australia,netherlands,0.0,bat,0.0,AC Gilchrist,B Zuiderent,ML Hayden,DJ Reekers,RT Ponting,AN Kervezee,MJ Clarke,RN ten Doeschate,BJ Hodge,LP van Troost,MEK Hussey,DLS van Bunge,SR Watson,TBM de Leede,GB Hogg,PW Borren,NW Bracken,J Smits,SW Tait,Adeel Raja,GD McGrath,MBS Jonkman,australia||netherlands,group
81.0,2541.0,2007-03-18,"beausejour stadium, gros islet",st lucia,canada,england,0.0,field,1.0,JM Davison,EC Joyce,GEF Barnett,MP Vaughan,A Bagai,IR Bell,IS Billcliff,KP Pietersen,AM Samad,PD Collingwood,AA Mulla,RS Bopara,DR Chumney,JWM Dalrymple,S Dhaniram,PA Nixon,GR Codrington,LE Plunkett,U Bhatti,JM Anderson,AC Cummins,MS Panesar,canada||england,group
82.0,2542.0,2007-03-19,"queen's park oval, port of spain",trinidad,bermuda,india,0.0,field,1.0,OL Pitcher,RV Uthappa,SD Outerbridge,SC Ganguly,DCC Borden,V Sehwag,DL Hemp,MS Dhoni,IH Romaine,Yuvraj Singh,JJ Tucker,SR Tendulkar,DA Minors,R Dravid,LOB Cann,AB Agarkar,KAD Hurdle,A Kumble,RDM Leverock,Z Khan,MO Jones,MM Patel,bermuda||india,group
83.0,2543.0,2007-03-19,"sabina park, kingston",jamaica,west indies,zimbabwe,0.0,field,0.0,CH Gayle,V Sibanda,S Chanderpaul,F Kasteni,RR Sarwan,CJ Chibhabha,MN Samuels,BRM Taylor,BC Lara,S Matsikenyeri,DJ Bravo,SC Williams,DR Smith,E Chigumbura,D Ramdin,P Utseya,JE Taylor,T Mupariwa,DBL Powell,CB Mpofu,CD Collymore,AJ Ireland,west indies||zimbabwe,group
84.0,2545.0,2007-03-20,"warner park, basseterre",st kitts,scotland,south africa,1.0,field,1.0,DF Watts,GC Smith,RM Haq,AB de Villiers,RR Watson,AG Prince,GM Hamilton,JM Kemp,NFI McCallum,SM Pollock,DR Brown,JH Kallis,CJO Smith,HH Gibbs,JAR Blain,MV Boucher,PJC Hoffmann,AJ Hall,GA Rogers,CK Langeveldt,JD Nel,M Ntini,scotland||south africa,group
85.0,2544.0,2007-03-20,"beausejour stadium, gros islet",st lucia,kenya,new zealand,0.0,field,1.0,MA Ouma,L Vincent,DO Obuya,SP Fleming,RD Shah,LRPL Taylor,SO Tikolo,SB Styris,T Mishra,CD McMillan,CO Obuya,JDP Oram,TM Odoyo,BB McCullum,JK Kamande,DL Vettori,LN Onyango,JEC Franklin,PJ Ongondo,SE Bond,HA Varaiya,MJ Mason,kenya||new zealand,group
86.0,2546.0,2007-03-21,"queen's park oval, port of spain",trinidad,bangladesh,sri lanka,0.0,field,1.0,Tamim Iqbal,WU Tharanga,Shahriar Nafees,ST Jayasuriya,Mushfiqur Rahim,DPMD Jayawardene,Aftab Ahmed,KC Sangakkara,Shakib Al Hasan,LPC Silva,Habibul Bashar,RP Arnold,Mohammad Ashraful,TM Dilshan,Mashrafe Mortaza,M Muralitharan,Mohammad Rafique,WPUJC Vaas,Abdur Razzak,SL Malinga,Syed Rasel,MF Maharoof,bangladesh||sri lanka,group
87.0,2547.0,2007-03-21,"sabina park, kingston",jamaica,pakistan,zimbabwe,1.0,field,0.0,Kamran Akmal,V Sibanda,Imran Nazir,CJ Chibhabha,Shoaib Malik,F Kasteni,Inzamam-ul-Haq,BRM Taylor,Mohammad Yousuf,S Matsikenyeri,Younis Khan,E Chigumbura,Shahid Afridi,SC Williams,Mohammad Sami,GB Brent,Iftikhar Anjum,P Utseya,Umar Gul,T Mupariwa,Danish Kaneria,CB Mpofu,pakistan||zimbabwe,group
88.0,2549.0,2007-03-22,"warner park, basseterre",st kitts,netherlands,scotland,0.0,field,0.0,B Zuiderent,NS Poonia,DJ Reekers,RM Haq,ES Szwarczynski,RR Watson,RN ten Doeschate,GM Hamilton,DLS van Bunge,DR Brown,TBM de Leede,NFI McCallum,MBS Jonkman,CJO Smith,WF Stelling,CM Wright,PW Borren,JAR Blain,J Smits,GA Rogers,Mohammad Kashif,PJC Hoffmann,netherlands||scotland,group
89.0,2548.0,2007-03-22,"beausejour stadium, gros islet",st lucia,canada,new zealand,0.0,field,1.0,JM Davison,L Vincent,GEF Barnett,SP Fleming,A Bagai,PG Fulton,IS Billcliff,SB Styris,AM Samad,CD McMillan,AA Mulla,JDP Oram,S Dhaniram,BB McCullum,U Bhatti,DL Vettori,AC Cummins,DR Tuffey,KT Sandher,JS Patel,H Osinde,MJ Mason,canada||new zealand,group
90.0,2550.0,2007-03-23,"queen's park oval, port of spain",trinidad,india,sri lanka,0.0,field,1.0,RV Uthappa,WU Tharanga,SC Ganguly,ST Jayasuriya,V Sehwag,DPMD Jayawardene,SR Tendulkar,KC Sangakkara,R Dravid,LPC Silva,Yuvraj Singh,TM Dilshan,MS Dhoni,RP Arnold,AB Agarkar,WPUJC Vaas,Harbhajan Singh,M Muralitharan,Z Khan,SL Malinga,MM Patel,CRD Fernando,india||sri lanka,group
91.0,2551.0,2007-03-23,"sabina park, kingston",jamaica,west indies,ireland,1.0,bat,0.0,CH Gayle,JP Bray,S Chanderpaul,WTS Porterfield,RR Sarwan,EJG Morgan,MN Samuels,NJ O'Brien,BC Lara,AC Botha,DJ Bravo,KJ O'Brien,DR Smith,AR White,D Ramdin,WK McCallan,IDR Bradshaw,JF Mooney,JE Taylor,D Langford-Smith,DBL Powell,WB Rankin,ireland||west indies,group
92.0,2552.0,2007-03-24,"warner park, basseterre",st kitts,australia,south africa,1.0,field,0.0,AC Gilchrist,GC Smith,ML Hayden,AB de Villiers,RT Ponting,JH Kallis,MJ Clarke,HH Gibbs,A Symonds,AG Prince,MEK Hussey,MV Boucher,SR Watson,JM Kemp,GB Hogg,SM Pollock,NW Bracken,AJ Hall,SW Tait,CK Langeveldt,GD McGrath,M Ntini,australia||south africa,group
93.0,2553.0,2007-03-24,"beausejour stadium, gros islet",st lucia,england,kenya,1.0,bat,0.0,EC Joyce,MA Ouma,MP Vaughan,RD Shah,IR Bell,AO Suji,KP Pietersen,SO Tikolo,PD Collingwood,T Mishra,A Flintoff,CO Obuya,RS Bopara,TM Odoyo,PA Nixon,JK Kamande,JM Anderson,LN Onyango,MS Panesar,PJ Ongondo,SI Mahmood,HA Varaiya,england||kenya,group
94.0,2554.0,2007-03-25,"queen's park oval, port of spain",trinidad,bangladesh,bermuda,0.0,field,0.0,Tamim Iqbal,SD Outerbridge,Shahriar Nafees,OL Pitcher,Aftab Ahmed,DCC Borden,Shakib Al Hasan,DL Hemp,Mohammad Ashraful,IH Romaine,Mushfiqur Rahim,DA Minors,Habibul Bashar,LOB Cann,Mohammad Rafique,JJ Tucker,Mashrafe Mortaza,KAD Hurdle,Abdur Razzak,S Mukuddem,Syed Rasel,RDM Leverock,bangladesh||bermuda,group
95.0,2555.0,2007-03-27,"sir vivian richards stadium, north sound",antigua,west indies,australia,0.0,field,1.0,CH Gayle,AC Gilchrist,S Chanderpaul,ML Hayden,RR Sarwan,RT Ponting,MN Samuels,MJ Clarke,BC Lara,A Symonds,DJ Bravo,MEK Hussey,D Ramdin,SR Watson,DR Smith,GB Hogg,JE Taylor,NW Bracken,DBL Powell,SW Tait,CD Collymore,GD McGrath,australia||west indies,super_eight
96.0,2556.0,2007-03-28,providence stadium,guyana,south africa,sri lanka,1.0,bat,0.0,GC Smith,WU Tharanga,AB de Villiers,ST Jayasuriya,JH Kallis,DPMD Jayawardene,HH Gibbs,KC Sangakkara,MV Boucher,LPC Silva,JM Kemp,TM Dilshan,SM Pollock,RP Arnold,AJ Hall,MF Maharoof,RJ Peterson,WPUJC Vaas,M Ntini,SL Malinga,CK Langeveldt,M Muralitharan,south africa||sri lanka,super_eight
97.0,2557.0,2007-03-29,"sir vivian richards stadium, north sound",antigua,west indies,new zealand,1.0,field,1.0,CH Gayle,PG Fulton,S Chanderpaul,SP Fleming,RR Sarwan,HJH Marshall,MN Samuels,SB Styris,BC Lara,CD McMillan,DJ Bravo,JDP Oram,D Ramdin,BB McCullum,LMP Simmons,DL Vettori,DR Smith,JEC Franklin,DBL Powell,SE Bond,CD Collymore,MJ Mason,new zealand||west indies,super_eight
98.0,2558.0,2007-03-30,providence stadium,guyana,england,ireland,0.0,bat,0.0,EC Joyce,WTS Porterfield,MP Vaughan,JP Bray,IR Bell,EJG Morgan,KP Pietersen,NJ O'Brien,PD Collingwood,AC Botha,A Flintoff,KJ O'Brien,PA Nixon,DT Johnston,RS Bopara,AR White,SI Mahmood,WK McCallan,JM Anderson,D Langford-Smith,MS Panesar,WB Rankin,england||ireland,super_eight
99.0,2559.0,2007-03-31,"sir vivian richards stadium, north sound",antigua,australia,bangladesh,0.0,field,0.0,AC Gilchrist,Tamim Iqbal,ML Hayden,Shahriar Nafees,RT Ponting,Aftab Ahmed,MJ Clarke,Shakib Al Hasan,A Symonds,Mohammad Ashraful,MEK Hussey,Habibul Bashar,SR Watson,Mashrafe Mortaza,GB Hogg,Mushfiqur Rahim,NW Bracken,Mohammad Rafique,SW Tait,Abdur Razzak,GD McGrath,Tapash Baisya,australia||bangladesh,super_eight
100.0,2560.0,2007-04-01,providence stadium,guyana,west indies,sri lanka,0.0,field,1.0,CH Gayle,WU Tharanga,DJ Bravo,ST Jayasuriya,S Chanderpaul,KC Sangakkara,BC Lara,DPMD Jayawardene,RR Sarwan,LPC Silva,MN Samuels,TM Dilshan,DR Smith,RP Arnold,D Ramdin,CRD Fernando,IDR Bradshaw,WPUJC Vaas,JE Taylor,SL Malinga,DBL Powell,M Muralitharan,sri lanka||west indies,super_eight
101.0,2561.0,2007-04-02,"sir vivian richards stadium, north sound",antigua,bangladesh,new zealand,1.0,field,1.0,Javed Omar,PG Fulton,Tamim Iqbal,SP Fleming,Aftab Ahmed,HJH Marshall,Shakib Al Hasan,SB Styris,Habibul Bashar,CD McMillan,Mohammad Ashraful,JDP Oram,Mushfiqur Rahim,BB McCullum,Mashrafe Mortaza,DL Vettori,Mohammad Rafique,JEC Franklin,Abdur Razzak,SE Bond,Syed Rasel,MJ Mason,bangladesh||new zealand,super_eight
102.0,2562.0,2007-04-03,providence stadium,guyana,ireland,south africa,1.0,field,1.0,JP Bray,AB de Villiers,WTS Porterfield,GC Smith,EJG Morgan,JH Kallis,NJ O'Brien,HH Gibbs,AR White,AG Prince,AC Botha,MV Boucher,DT Johnston,JM Kemp,WK McCallan,SM Pollock,PJK Mooney,AJ Hall,D Langford-Smith,CK Langeveldt,WB Rankin,M Ntini,ireland||south africa,super_eight
103.0,2563.0,2007-04-04,"sir vivian richards stadium, north sound",antigua,england,sri lanka,0.0,field,1.0,EC Joyce,WU Tharanga,MP Vaughan,ST Jayasuriya,IR Bell,KC Sangakkara,KP Pietersen,DPMD Jayawardene,PD Collingwood,LPC Silva,A Flintoff,TM Dilshan,RS Bopara,RP Arnold,PA Nixon,WPUJC Vaas,SI Mahmood,SL Malinga,JM Anderson,M Muralitharan,MS Panesar,CRD Fernando,england||sri lanka,super_eight
104.0,2564.0,2007-04-07,providence stadium,guyana,bangladesh,south africa,1.0,field,0.0,Javed Omar,GC Smith,Tamim Iqbal,AB de Villiers,Habibul Bashar,JH Kallis,Shakib Al Hasan,JM Kemp,Mohammad Ashraful,AG Prince,Aftab Ahmed,MV Boucher,Mushfiqur Rahim,HH Gibbs,Mashrafe Mortaza,SM Pollock,Mohammad Rafique,A Nel,Abdur Razzak,CK Langeveldt,Syed Rasel,M Ntini,bangladesh||south africa,super_eight
105.0,2565.0,2007-04-08,"sir vivian richards stadium, north sound",antigua,australia,england,1.0,bat,0.0,AC Gilchrist,IR Bell,ML Hayden,MP Vaughan,RT Ponting,AJ Strauss,MJ Clarke,KP Pietersen,A Symonds,PD Collingwood,MEK Hussey,A Flintoff,BJ Hodge,RS Bopara,GB Hogg,PA Nixon,NW Bracken,SI Mahmood,SW Tait,MS Panesar,GD McGrath,JM Anderson,australia||england,super_eight
106.0,2566.0,2007-04-09,providence stadium,guyana,ireland,new zealand,1.0,bat,1.0,WTS Porterfield,PG Fulton,JP Bray,SP Fleming,EJG Morgan,HJH Marshall,NJ O'Brien,SB Styris,KJ O'Brien,CD McMillan,DT Johnston,JDP Oram,AR White,BB McCullum,PG Gillespie,DL Vettori,WK McCallan,JEC Franklin,D Langford-Smith,SE Bond,WB Rankin,JS Patel,ireland||new zealand,super_eight
107.0,2567.0,2007-04-10,"national cricket stadium, st george's",grenada,west indies,south africa,0.0,field,1.0,CH Gayle,AB de Villiers,S Chanderpaul,GC Smith,DS Smith,JH Kallis,BC Lara,HH Gibbs,RR Sarwan,MV Boucher,DJ Bravo,SM Pollock,KA Pollard,AG Prince,D Ramdin,LE Bosman,IDR Bradshaw,AJ Hall,DBL Powell,A Nel,CD Collymore,M Ntini,south africa||west indies,super_eight
108.0,2568.0,2007-04-11,"kensington oval, bridgetown",barbados,bangladesh,england,1.0,field,1.0,Tamim Iqbal,IR Bell,Shahriar Nafees,MP Vaughan,Habibul Bashar,AJ Strauss,Mushfiqur Rahim,KP Pietersen,Shakib Al Hasan,PD Collingwood,Mohammad Ashraful,A Flintoff,Aftab Ahmed,RS Bopara,Mashrafe Mortaza,PA Nixon,Mohammad Rafique,SI Mahmood,Abdur Razzak,JM Anderson,Syed Rasel,MS Panesar,bangladesh||england,super_eight
109.0,2569.0,2007-04-12,"national cricket stadium, st george's",grenada,new zealand,sri lanka,0.0,bat,1.0,PG Fulton,WU Tharanga,SP Fleming,ST Jayasuriya,LRPL Taylor,KC Sangakkara,SB Styris,DPMD Jayawardene,CD McMillan,LPC Silva,JDP Oram,TM Dilshan,BB McCullum,RP Arnold,DL Vettori,MF Maharoof,JEC Franklin,WPUJC Vaas,SE Bond,CRD Fernando,MR Gillespie,M Muralitharan,new zealand||sri lanka,super_eight
110.0,2570.0,2007-04-13,"kensington oval, bridgetown",barbados,australia,ireland,0.0,field,0.0,AC Gilchrist,JP Bray,MEK Hussey,WTS Porterfield,A Symonds,EJG Morgan,ML Hayden,NJ O'Brien,RT Ponting,KJ O'Brien,MJ Clarke,AR White,BJ Hodge,DT Johnston,GB Hogg,WK McCallan,SR Clark,JF Mooney,SW Tait,D Langford-Smith,GD McGrath,WB Rankin,australia||ireland,super_eight
111.0,2571.0,2007-04-14,"national cricket stadium, st george's",grenada,new zealand,south africa,0.0,field,0.0,PG Fulton,GC Smith,SP Fleming,AB de Villiers,LRPL Taylor,JH Kallis,SB Styris,HH Gibbs,CD McMillan,AG Prince,JDP Oram,MV Boucher,BB McCullum,SM Pollock,DL Vettori,AJ Hall,JEC Franklin,RJ Peterson,SE Bond,A Nel,JS Patel,M Ntini,new zealand||south africa,super_eight
112.0,2572.0,2007-04-15,"kensington oval, bridgetown",barbados,bangladesh,ireland,1.0,bat,1.0,Tamim Iqbal,WTS Porterfield,Shahriar Nafees,JP Bray,Aftab Ahmed,EJG Morgan,Shakib Al Hasan,NJ O'Brien,Mohammad Ashraful,KJ O'Brien,Habibul Bashar,DT Johnston,Mushfiqur Rahim,AR White,Mashrafe Mortaza,D Langford-Smith,Mohammad Rafique,AC Botha,Abdur Razzak,WK McCallan,Shahadat Hossain,WB Rankin,bangladesh||ireland,super_eight
113.0,2573.0,2007-04-16,"national cricket stadium, st george's",grenada,australia,sri lanka,1.0,bat,0.0,AC Gilchrist,WU Tharanga,ML Hayden,ST Jayasuriya,RT Ponting,KC Sangakkara,MJ Clarke,DPMD Jayawardene,A Symonds,LPC Silva,MEK Hussey,TM Dilshan,BJ Hodge,RP Arnold,GB Hogg,MF Maharoof,NW Bracken,KMDN Kulasekara,SW Tait,HMCM Bandara,GD McGrath,CRD Fernando,australia||sri lanka,super_eight
114.0,2574.0,2007-04-17,"kensington oval, bridgetown",barbados,england,south africa,0.0,bat,1.0,IR Bell,AB de Villiers,MP Vaughan,GC Smith,AJ Strauss,JH Kallis,KP Pietersen,HH Gibbs,PD Collingwood,AG Prince,A Flintoff,MV Boucher,RS Bopara,JM Kemp,PA Nixon,SM Pollock,SI Mahmood,AJ Hall,MS Panesar,A Nel,JM Anderson,CK Langeveldt,england||south africa,super_eight
115.0,2575.0,2007-04-18,"national cricket stadium, st george's",grenada,ireland,sri lanka,1.0,field,1.0,JP Bray,WU Tharanga,WTS Porterfield,ST Jayasuriya,AC Botha,KC Sangakkara,EJG Morgan,DPMD Jayawardene,NJ O'Brien,LPC Silva,KJ O'Brien,TM Dilshan,KED Carroll,RP Arnold,DT Johnston,MF Maharoof,WK McCallan,WPUJC Vaas,D Langford-Smith,KMDN Kulasekara,WB Rankin,M Muralitharan,ireland||sri lanka,super_eight
